Date,news,Adj Close
2016-10-13,major setback liquor baron vijay mallya debt recovery tribunal drt today barred accessing usd million r crore exit,137.949997
2016-11-10,united india ubi first lender make attempt declare mallya wilful defaulter dismissed calcutta,159.300003
2016-02-10,prakash gaba recommends picking aurobindo pharma tech mahindra feel adani enterprise may test r,79.949997
2016-09-29,consortium evaluated base price kingfisher house r crore bid increment amount r lakh,136.600006
2016-09-28,ashwani gujral recommends buying sobha itc punjab,146.5
2016-09-23,lender grounded kingfisher airline however need time look proposalgovernment decided infuse capital fund tune r crore vijaya way preferential allotment equity favour gov,139.300003
2016-09-22,sharing view vijay mallya debt repayment plan siddharth purohit senior research analyst said question shift deal,141.149994
2016-09-14,chandan taparia anand rathi security recommends buying shriram transport finance sks microfinance dlf titan company advises selling pun,141.899994
2016-12-09,sp tulsian share view glenmark psu stock bearish nbfc stock,135.199997
2016-08-31,ashwani gujral view state india retest r,127.550003
2016-08-24,five steel account alone contributed r crore bad loan country second largest said,126.349998
2016-08-22,sp tulsian interview shared view quarterly earnings transformer rectifier ongc also spoke,127.449997
2016-08-18,ranked hdfc indian company category others include capital one visa mastercard,126.599998
2016-03-08,total cash dispensing machine installed year ending march target atm according,81.5
2016-02-08,sp tulsian talk fundamental company like tata motor sbi pvr bombay dyeing reliance communication,94.300003
2016-07-29,sp tulsian interview gave view various stocksudarshan sukhani view fmcg stock head higher one may see higher level indiabulls housing financesbi punjab kept mclr tenor unchanged percent percent respectively,123.349998
2016-07-28,amit harchekar plus analytics recommends buying raymond radico khaitan advises shorting glenmark pharma,128.949997
2016-07-27,punjab informed bse annual general meeting agm held june,132.800003
2016-07-26,manish hathiramani deen dayal investment recommends buying punjab baroda reliance industry,129.300003
2016-07-22,borrower classified wilful defaulter collectively owe r crore march comparedsanjiv bhasin iifl view one prefer state india canara baroda punjab,120.199997
2016-07-20,ashwani gujral recommends selling jet airway britannia industry volta advises buying hdil oriental comme,129.399994
2016-07-19,rajat bose view punjab best bet feel state india may test r indi,131.149994
2016-07-15,toll road firm irb infrastructure said achieved financial closure project tying project finance r croreper report proposal seek merging andhra maharashtra vijaya india another merger likely syndicate,135.949997
2016-07-14,punjab informed annual general meeting agm company held june,132.949997
2016-12-07,punjab waived processing fee documentation charge new housing car loan till,131.399994
2016-07-07,interview market expert sp tulsian gave stock pick day talked public sector undertaking psu bankininterview sanjiv bhasin iifl shared reading outlook market,116.849998
2016-04-07,interview prakash diwan investment evangelist shared reading outlook specific stock sector,81.0
2016-06-30,ashwani gujral recommends buying punjab carborundum universal jubilant foodworks,105.900002
2016-06-22,rajat bose advises buying punjab axis barodarajat bose view vip industry look good advises buying lakshmi vila decline,97.0
2016-06-21,seventy five percent fund infusion made immediately government said press release remaining amount linked,97.0
2016-06-20,finance ministry decided allocate r crore way preferential allotment equity favour united ind,96.5
2016-06-14,rajat bose view one may probably see good move eros international medium recommends selling mahindra mahindra,89.900002
2016-10-06,rbi imposed penalty r crore allahabad uco r crore india violation launderinginterview prakash diwan investment evangelist shared reading outlook specific stock sector,141.949997
2016-09-06,basis input received public sector reserve undertaken scrutiny advance import remittance octrajat bose dr reddy laboratory strongly bullish dr reddy laboratory target r,132.699997
2016-01-06,total income company rose percent r crore june quarter r period last fiscal,109.599998
2016-05-31,chandan taparia anand rathi security recommends buying tata steel call rural electrification corporation call feel pun,79.0
2016-05-30,punjab informed bse extra ordinary general meeting egm company held august,77.199997
2016-05-27,ashwani gujral recommends buying lic housing finance punjab indraprastha gas feel biocon may hi,76.599998
2016-05-26,watch interview ajay bodke prabhudas lilladher latha venkatesh anuj singhal sonia shenoy shared readin,74.550003
2016-05-24,shahina mukadam independent market expert view one may exit punjab banksandeep wagle view punjab may test r,71.849998
2016-05-20,punjab informed extra ordinary general meeting egm held august,73.349998
2016-05-19,ashwani gujral recommends buying arvind gruh finance advises selling bharti airtel,74.050003
2016-05-18,revision qab charge applicable current general account smart banking current account effectfinance ministry set parameter getting capital support fulfil criterion post third quarter result would eligible c,76.199997
2016-05-16,ashwani gujral recommends buying icici glenmark pharma pnbmitesh thacker recommends buying kesoram industry pidilite arvind hulinterview sp tulsian shared reading outlook market specific stock sectorruchit jain angel broking recommends buying harrison malyalam target r dial target r,74.949997
2016-05-13,interview prakash diwan shared reading outlook specific stock sector,77.599998
2016-12-05,state india punjab idfc digital wallet paytm also start issuing tag required electronic,135.649994
2016-03-31,mitesh thacker recommends buying hdfc asian paint bpcl tv motor ifci like hdfc advises selling marico,84.699997
2016-03-30,received r crore central government towards preferential allotment equity share r price,85.550003
2016-03-21,sandeep wagle suggests buying lic housing finance punjab zee entertainment enterprisesandeep wagle advises selling godrej industry suggests buying havells india,86.400002
2016-03-17,mitesh thacker advises buying punjab indiabulls real estate lic housing finance tata communicationashwani gujral suggests buying punjab arvind ceat federal indiabulls real estate,82.75
2016-10-03,government considering roping including sbi pick stake r credit enhancement fund,143.350006
2016-08-03,state lender said objective drive christened pride ensure availability housing vehicle loan,121.599998
2016-02-25,interview prakash diwan altamount capital management shared reading outlook fundamental market speci,71.75
2016-02-24,according prakash gaba punjab climb r tata chemical may test r,72.199997
2016-02-23,prakash gaba like target r sbi target rashwani gujral recommends buying petronet lng tv motor bpcl lic housing finance,72.699997
2016-02-19,rbi said remitting due towards end december every year becomes far heavy make difficult cope pressure issui,76.150002
2016-02-17,public sector lender punjab second quarter profit seen falling percent r crore according consen,72.650002
2016-02-16,country second largest public sector lender punjab reported percent degrowth second quarter profit r cro,72.5
2016-11-02,villa owned united brewery holding one mallya group company mortgaged kingfisher airline kfa th,136.699997
2016-08-02,sandeep wagle advises buying vedanta punjab motherson sumi,122.699997
2016-05-02,interview suresh ganapathy macquarie capital security said unsecured loan consumer durables likely see hig,84.150002
2016-01-29,prabhudas lilladher recommended accumulate rating punjab target price r research report dated november,91.300003
2016-01-28,conversation usha ananthasubramanian md ceo punjab said branch working double,91.400002
2016-01-15,interview sp tulsian say remains bearish public sector till f expiry also explains b,92.199997
2016-12-01,atm able cope rush access lower denomination new currency old r note banned,136.350006
2016-11-01,punjab informed shri balbir singh designated company secretary december place shrruchit jain angel broking advises buying tata global beverage target r,143.899994
2016-09-01,essar power ltd approached icici consortium strategic restructuring r debt mw mahan power project setashish kyal wave strategy advisor advises buying grasim industry target r,125.75
2016-07-01,activity started december served customer city continue next week,105.25
2016-04-01,ashwani gujral recommends selling state india punjab amara raja battery advises buying infosys,87.650002
2017-01-11,sp tulsian consistently maintained negative stance psu due past performance earning,123.599998
2017-03-07,vijay chopra suggests buying jet airway target r,141.5
2017-02-07,vijay chopra view one may exit mindtree rally,151.649994
2017-03-03,present account holder country second largest public sector make number transaction month financial,139.949997
2017-02-03,ashwani gujral recommends buying l finance holding dewan housing finance sundram fastener indraprastha gas bf utility,150.149994
2017-02-28,idea behind creating find company outperform benchmark index bull run contain damage equity mar,141.399994
2017-02-27,public sector however give indication whether would raised diluting government equity issuing additional,139.649994
2017-02-23,ashwani gujral recommends buying punjab britannia industry oberoi realty,140.149994
2017-02-21,ashwani gujral recommends buying punjab eid parry canara,143.800003
2017-02-20,ashwani gujral suggests buying punjab indraprastha gas bpclblog keep track key global local development impacting business market day important local global political de,143.050003
2017-02-13,according shahina mukadam independent market expert punjab one may keep aa stoploss r,142.350006
2017-01-31,added branch april june period second quarter closed total six branch taking network tally,135.550003
2017-01-30,public sector lender punjab action construction equipment ltd ace tied financing farm machineryblog keep track key global local development impacting business market day important local global political de,137.649994
2017-01-18,exclusive interview moneycontrol beena parmar bahuguna belief greater scope new investor enter provi,130.350006
2017-01-17,general meeting egm shareholder held today said regulatory filing stock exchange,130.25
2017-01-16,successfully sold equity share pnbhfl different investor retail floor price wblog keep track key global local development impacting business market day important local global political de,128.699997
2017-02-01,ca rudramurthy vachana investment advises shoring punjab icici,140.550003
